Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Critic Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-210.13907,168.03038,-11.837673,-626.2422,104.3,-141.35631,73.18313,15.666901,-330.52765,82.32,-36.36841583251953,7586.5958984375,2058,3.008535623550415,-141.35631,0
-177.61768,109.03911,-52.197975,-455.71057,98.19047619047619,-180.724,102.176414,27.125685,-365.16132,98.19047619047619,-36.32528305053711,10228.803125,4120,6.339891195297241,,1
-156.28236,95.28922,-63.983295,-508.35205,97.71428571428571,-134.90709,78.91699,2.995781,-371.65997,90.9090909090909,-27.37192153930664,6039.06650390625,6120,9.097124099731445,,2
-187.66414,90.859795,-22.658934,-377.3689,95.33333333333333,-184.84541,107.01814,-53.592712,-467.39532,100.5,-33.357208251953125,9632.3060546875,8130,12.039624691009521,,3
-200.38306,105.07365,-42.57345,-439.4741,103.15,-187.98772,102.51551,-8.4157715,-378.42722,104.2,-31.909849166870117,9347.8921875,10214,14.913784503936768,,4
-165.38843,93.61645,-51.342422,-423.02527,106.63157894736842,-150.24812,96.72168,-28.444954,-346.0873,107.6842105263158,-22.300945281982422,6042.9650390625,12260,17.662046432495117,,5
-195.1845,110.98254,-41.49714,-439.79733,109.6842105263158,-185.24434,115.97226,7.4499893,-402.90482,98.0,-30.22417640686035,9204.3029296875,14318,20.267122745513916,,6
-169.59624,113.09984,-3.0908356,-351.57446,100.95,-223.71262,141.50471,-42.01611,-534.6501,96.47619047619048,-37.65468215942383,14990.31796875,16344,22.795772552490234,,7
-192.63396,128.08311,-50.162956,-457.64587,109.36842105263158,-161.06693,88.36473,-47.95469,-338.70395,100.71428571428571,-21.39129066467285,5177.797265625,18459,25.489774227142334,,8
-159.09428,96.25033,-54.532104,-362.72217,110.42105263157895,-196.13457,109.84178,-57.56142,-395.36826,103.75,-26.618358612060547,8628.74296875,20534,28.56530737876892,,9
-192.28885,107.06886,-45.257626,-381.0662,105.73684210526316,-160.18852,104.61635,-56.49727,-412.049,101.95,-19.046215057373047,4780.94033203125,22573,31.614856958389282,,10
-206.25652,81.86488,-81.755325,-331.7258,120.94117647058823,-233.75325,88.75431,-39.11135,-312.31885,115.33333333333333,-28.093454360961914,8453.8791015625,24649,34.34182691574097,,11
-160.07759,115.24325,-40.15614,-430.52594,117.82352941176471,-229.16032,133.47583,-66.18082,-469.62164,117.70588235294117,-25.596315383911133,9482.3763671875,26650,37.150968074798584,,12
-124.55949,74.52318,-10.851814,-279.8148,101.1,-117.21189,63.74903,-32.37642,-293.1887,100.25,-6.997939586639404,1813.336181640625,28655,39.68807077407837,,13
-163.91786,91.15623,-25.062462,-348.51993,118.61111111111111,-168.11366,102.38688,5.223343,-375.8976,137.86666666666667,-8.48311996459961,4796.2849609375,30723,42.83297777175903,,14
-136.94357,88.05076,-12.761551,-394.69885,113.5,-145.63425,91.43536,58.38719,-315.32217,102.3,-10.760583877563477,3521.098291015625,32769,45.50143575668335,,15
-188.83386,103.734085,-63.59311,-369.59186,129.875,-195.27051,117.76392,-51.35731,-493.72943,120.0,-14.391889572143555,4674.67138671875,34809,48.258397579193115,,16
-146.46759,85.668686,-41.319138,-307.52032,111.36842105263158,-145.33751,100.79269,-11.360077,-423.31775,117.33333333333333,-5.802145004272461,2845.455322265625,36921,51.413612365722656,,17
-163.98257,90.71347,-31.02491,-322.11966,158.53846153846155,-162.93869,70.50229,-61.244125,-342.61246,118.6470588235294,-7.921532154083252,2480.49091796875,38938,54.305362939834595,,18
-179.11792,105.406624,-43.93607,-335.33664,130.0625,-156.12706,90.19069,-15.483749,-328.56696,123.76470588235294,-5.254208564758301,2238.06064453125,41042,57.16563534736633,,19
-147.87291,91.51909,-6.546753,-318.55524,122.05882352941177,-216.74632,102.7722,-50.987118,-414.12317,135.93333333333334,-11.894625663757324,4844.88232421875,43081,59.94788599014282,,20
-142.8536,89.13776,-32.108387,-315.10635,140.73333333333332,-79.94187,83.935875,40.84697,-216.17229,419.5,12.79714298248291,4155.87041015625,45598,64.96475839614868,,21
-190.81409,97.06701,-56.106194,-423.90433,130.1875,-152.9396,85.154465,-36.398685,-321.91882,121.52941176470588,-4.432285308837891,2579.2033203125,47664,67.93793606758118,,22
-134.1842,122.70417,19.68282,-495.00568,128.5,-157.59946,73.000496,-42.61834,-294.92764,123.3529411764706,-4.4697418212890625,2137.475439453125,49761,70.59839630126953,,23
-191.39603,109.80653,36.85602,-348.45163,253.75,-127.39795,97.96468,-17.700577,-344.38782,125.41176470588235,1.0953820943832397,2475.260107421875,51893,74.25404977798462,,24
-146.28069,100.50365,6.778084,-310.4151,133.66666666666666,-114.868706,72.49543,4.894905,-216.18597,138.66666666666666,4.349236488342285,2429.75517578125,53973,77.39232850074768,,25
-128.05615,88.16274,-16.798843,-342.35056,148.5,-103.5837,102.513336,6.8726673,-377.54633,138.73333333333332,5.776334762573242,3455.977392578125,56054,81.07771325111389,,26
-142.50499,105.39206,-12.116104,-381.49408,138.0,-175.58621,135.9554,36.517918,-379.0105,227.8,3.029909133911133,4112.0310546875,58332,84.91407537460327,,27
-129.41553,101.86058,8.465019,-305.64166,131.625,-97.18887,80.22119,4.421753,-246.50154,138.93333333333334,6.101102352142334,1797.70859375,60416,87.93143939971924,,28
-119.13968,93.77202,-16.007011,-349.5274,176.0,-108.19223,95.72302,25.995659,-265.79004,230.11111111111111,7.8974504470825195,3639.073193359375,62487,92.29302859306335,,29
-75.88645,47.768715,2.9436035,-158.64264,143.06666666666666,-120.15287,80.526054,-4.889038,-223.43655,245.88888888888889,7.361491680145264,3502.239404296875,64700,96.47711086273193,,30
-106.10699,80.04206,17.83361,-279.56873,139.6,-115.67649,121.945854,43.491364,-378.9108,223.0909090909091,6.238838195800781,2853.19462890625,67154,100.52914690971375,,31
-90.92311,85.43665,8.861359,-292.57428,136.0,-71.59338,35.94615,-13.823227,-155.6654,147.14285714285714,7.906366348266602,1493.7112060546874,69214,103.47115135192871,,32
-71.503426,42.079487,-10.190201,-206.10568,140.46666666666667,-87.57849,57.86986,-13.724098,-226.53452,145.26666666666668,5.660335540771484,1290.15166015625,71393,106.45275330543518,,33
-77.40541,65.205154,8.550099,-208.95671,140.2,-105.02856,56.95302,-19.04908,-190.04843,138.46666666666667,2.8353583812713623,1779.16376953125,73470,109.28167223930359,,34
-64.45739,64.13841,-6.049057,-262.93445,135.46666666666667,-51.634552,64.149445,48.446217,-169.33429,151.85714285714286,9.553022384643555,2603.676025390625,75596,112.75378918647766,,35
-64.96537,46.61565,6.2010117,-159.39565,169.16666666666666,-55.50788,26.687277,-16.745693,-99.49638,138.4,8.233942031860352,1465.685205078125,77672,116.87215447425842,,36
-44.735203,33.74756,21.664394,-110.14304,153.28571428571428,-57.77097,50.222202,34.61142,-149.86237,144.42857142857142,7.565276145935059,1493.912744140625,79694,119.90457153320312,,37
-75.460236,80.54299,25.875145,-204.81131,187.72727272727272,-81.461,85.43409,47.26099,-230.0617,301.0,7.858417510986328,2477.441552734375,81801,125.3873987197876,,38
-104.11696,58.40762,-14.778072,-179.30585,231.33333333333334,-72.01512,75.21606,25.918304,-250.62366,169.5,5.6532721519470215,1729.4843017578125,83835,130.72365427017212,,39
-159.14774,89.16326,-38.181202,-291.2867,545.6,-75.71512,89.10538,9.277679,-262.63293,186.54545454545453,4.782750606536865,1810.689208984375,85887,136.68563151359558,,40
-87.92642,75.741394,6.211172,-244.00513,291.625,-121.85966,80.2921,4.3717194,-272.1564,237.22222222222223,1.9245014190673828,1636.496435546875,88022,140.50988149642944,,41
-95.67151,63.32885,0.74869156,-193.33495,254.625,-88.07445,78.02277,3.5053864,-248.30267,204.2,3.1808977127075195,1739.5359619140625,90064,143.94349145889282,,42
-81.16388,72.080414,36.345192,-157.95247,406.6,-160.36821,95.0769,-18.888119,-280.0204,277.625,0.09058327227830887,1937.6595947265625,92285,149.3920178413391,,43
