Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
27.533333,10.11841,49.0,15.0,27.533333333333335,24.736197,12.735549,74.0,8.0,24.736196319018404,21.56853485107422,4032,1.8970232009887695,24.736197,0
46.444443,33.31036,136.0,25.0,46.44444444444444,33.322315,20.793442,120.0,10.0,33.32231404958678,30.764263153076172,8064,4.188921928405762,,1
83.2,42.51776,164.0,45.0,83.2,49.753086,25.568851,118.0,13.0,49.75308641975309,40.36069107055664,12094,6.041914224624634,,2
54.22222,24.288898,104.0,28.0,54.22222222222222,51.384617,27.196451,145.0,16.0,51.38461538461539,40.88652038574219,16102,8.044005155563354,,3
95.0,55.313652,200.0,45.0,95.0,60.636364,32.392776,200.0,20.0,60.63636363636363,46.72547912597656,20104,9.891715049743652,,4
100.5,54.389797,193.0,53.0,100.5,69.793106,28.83769,142.0,22.0,69.79310344827586,47.7891845703125,24152,11.796830177307129,,5
72.5,9.03235,89.0,63.0,72.5,75.9434,33.250004,175.0,35.0,75.94339622641509,50.80943298339844,28177,13.730085849761963,,6
73.5,15.68173,101.0,51.0,73.5,88.17391,28.874018,173.0,39.0,88.17391304347827,52.69876480102539,32233,15.554960250854492,,7
105.75,37.69864,154.0,51.0,105.75,85.979164,39.239376,200.0,21.0,85.97916666666667,54.88290786743164,36360,17.579389095306396,,8
111.25,43.39571,179.0,61.0,111.25,107.07895,42.546185,200.0,45.0,107.07894736842105,63.44825744628906,40429,19.431109189987183,,9
82.8,20.053926,121.0,66.0,82.8,94.0,37.482723,186.0,44.0,94.0,54.691776275634766,44565,21.353272914886475,,10
103.2,36.847794,160.0,68.0,103.2,101.87805,40.970657,200.0,40.0,101.8780487804878,57.61198043823242,48742,23.4599928855896,,11
94.0,9.011104,104.0,78.0,94.0,93.59091,38.398224,200.0,50.0,93.5909090909091,52.410152435302734,52860,25.393654346466064,,12
109.75,29.532822,152.0,73.0,109.75,105.60526,35.681,200.0,49.0,105.60526315789474,54.708248138427734,56873,27.44015645980835,,13
156.0,31.49603,200.0,128.0,156.0,109.75676,38.076313,200.0,50.0,109.75675675675676,56.53608322143555,60934,29.427743911743164,,14
200.0,0.0,200.0,200.0,200.0,151.25926,42.99405,200.0,72.0,151.25925925925927,74.66664123535156,65018,31.43621301651001,,15
177.33333,24.07396,200.0,144.0,177.33333333333334,167.96,32.486893,200.0,104.0,167.96,79.53652954101562,69217,33.57125163078308,,16
167.0,23.508863,200.0,147.0,167.0,168.95833,37.556046,200.0,85.0,168.95833333333334,81.04842376708984,73272,35.509554862976074,,17
186.66667,18.856182,200.0,160.0,186.66666666666666,172.04167,30.097729,200.0,88.0,172.04166666666666,80.38201904296875,77401,37.65812706947327,,18
200.0,0.0,200.0,200.0,200.0,168.70833,32.68088,200.0,115.0,168.70833333333334,79.14797973632812,81450,39.606921911239624,,19
200.0,0.0,200.0,200.0,200.0,187.68182,22.212582,200.0,117.0,187.6818181818182,82.74163055419922,85579,41.54768371582031,,20
200.0,0.0,200.0,200.0,200.0,195.33333,11.937669,200.0,159.0,195.33333333333334,87.89559173583984,89681,43.60156464576721,,21
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,87.6073226928711,93681,45.433000326156616,,22
186.66667,16.11073,200.0,164.0,186.66666666666666,199.4762,2.3425474,200.0,189.0,199.47619047619048,85.42224884033203,97870,47.66612720489502,,23
171.33333,9.568467,180.0,158.0,171.33333333333334,189.45454,19.352535,200.0,117.0,189.45454545454547,85.62643432617188,102038,49.68696093559265,,24
129.25,4.710361,137.0,125.0,129.25,156.53847,26.615828,200.0,115.0,156.53846153846155,73.05845642089844,106108,51.706717014312744,,25
116.0,10.700467,126.0,98.0,116.0,131.16129,20.170397,178.0,104.0,131.16129032258064,61.63379669189453,110174,53.73095917701721,,26
93.4,20.045948,117.0,63.0,93.4,120.382355,17.62187,149.0,59.0,120.38235294117646,53.65455627441406,114267,55.595296144485474,,27
112.25,8.728545,121.0,100.0,112.25,115.74286,13.927041,146.0,88.0,115.74285714285715,54.00619125366211,118318,57.672910928726196,,28
115.25,5.7608595,121.0,109.0,115.25,118.5,9.188388,147.0,104.0,118.5,54.14772415161133,122347,59.560142040252686,,29
129.0,16.155495,150.0,106.0,129.0,121.84849,12.048189,156.0,102.0,121.84848484848484,57.10472106933594,126368,61.47819948196411,,30
129.25,14.042347,147.0,115.0,129.25,129.0,13.360389,164.0,101.0,129.0,60.774085998535156,130496,63.61676549911499,,31
142.66667,14.26729,162.0,128.0,142.66666666666666,137.2,14.672877,161.0,111.0,137.2,64.35227966308594,134612,65.53520703315735,,32
143.66667,11.728408,160.0,133.0,143.66666666666666,137.46666,13.325997,166.0,110.0,137.46666666666667,66.6307601928711,138736,67.64266705513,,33
151.66667,14.974051,166.0,131.0,151.66666666666666,139.96552,15.379079,179.0,118.0,139.9655172413793,67.67877197265625,142795,69.61482501029968,,34
127.75,3.9607449,131.0,121.0,127.75,138.2069,16.253126,188.0,115.0,138.20689655172413,68.30862426757812,146803,71.60468316078186,,35
134.0,15.513435,153.0,115.0,134.0,133.83333,13.381787,169.0,109.0,133.83333333333334,66.06990051269531,150818,73.58975887298584,,36
138.0,6.164414,146.0,131.0,138.0,139.51724,15.057637,169.0,113.0,139.51724137931035,68.19862365722656,154864,75.43741989135742,,37
153.33333,6.182412,162.0,148.0,153.33333333333334,153.81482,11.3465185,178.0,132.0,153.8148148148148,76.04312896728516,159017,77.59837436676025,,38
176.66667,10.274024,190.0,165.0,176.66666666666666,161.68,15.547914,186.0,135.0,161.68,79.9590835571289,163059,79.5339047908783,,39
189.0,9.416298,200.0,177.0,189.0,174.69565,16.195637,200.0,152.0,174.69565217391303,88.16090393066406,167077,81.54263806343079,,40
189.66667,7.8457346,200.0,181.0,189.66666666666666,186.77272,12.361714,200.0,166.0,186.77272727272728,95.54814147949219,171186,83.66108417510986,,41
192.33333,6.5489607,200.0,184.0,192.33333333333334,187.40909,15.116696,200.0,152.0,187.4090909090909,95.87004089355469,175309,85.62644100189209,,42
197.33333,3.771236,200.0,192.0,197.33333333333334,189.40909,11.068625,200.0,168.0,189.4090909090909,96.6203842163086,179476,87.86620473861694,,43
200.0,0.0,200.0,200.0,200.0,191.19048,12.692776,200.0,161.0,191.1904761904762,97.26131439208984,183491,89.765545129776,,44
200.0,0.0,200.0,200.0,200.0,192.71428,10.72666,200.0,165.0,192.71428571428572,99.50065612792969,187538,91.7240219116211,,45
193.0,9.899495,200.0,179.0,193.0,194.38095,7.4672375,200.0,175.0,194.38095238095238,98.2447509765625,191620,93.87434482574463,,46
191.0,12.727922,200.0,173.0,191.0,192.90475,8.44537,200.0,177.0,192.9047619047619,99.73027038574219,195671,95.80914616584778,,47
186.66667,11.025224,200.0,173.0,186.66666666666666,191.09525,10.146098,200.0,171.0,191.0952380952381,98.42628479003906,199684,97.95091605186462,,48
191.66667,11.785113,200.0,175.0,191.66666666666666,193.7619,8.222528,200.0,175.0,193.76190476190476,98.58206176757812,203753,99.88492751121521,,49
194.66667,7.542472,200.0,184.0,194.66666666666666,193.33333,9.711718,200.0,166.0,193.33333333333334,98.83497619628906,207813,102.03045582771301,,50
200.0,0.0,200.0,200.0,200.0,190.45454,11.2036,200.0,172.0,190.45454545454547,97.81209564208984,212003,104.1447069644928,,51
189.66667,9.030812,200.0,178.0,189.66666666666666,191.57143,11.672398,200.0,163.0,191.57142857142858,97.04793548583984,216026,106.19065260887146,,52
175.66667,18.553226,200.0,155.0,175.66666666666666,195.61905,6.476891,200.0,182.0,195.61904761904762,99.22264099121094,220134,108.33834528923035,,53
176.0,9.416298,189.0,167.0,176.0,187.27272,11.685974,200.0,159.0,187.27272727272728,94.5188980102539,224254,110.30505061149597,,54
165.66667,11.897713,181.0,152.0,165.66666666666666,182.18182,13.0336485,200.0,159.0,182.1818181818182,91.76576232910156,228262,112.4238452911377,,55
159.0,10.677078,174.0,150.0,159.0,171.70833,16.081768,200.0,145.0,171.70833333333334,87.57965850830078,232383,114.42643618583679,,56
165.66667,19.067133,191.0,145.0,165.66666666666666,168.08333,17.30346,200.0,140.0,168.08333333333334,83.53941345214844,236417,116.38544774055481,,57
168.0,11.343133,177.0,152.0,168.0,163.56,13.865294,188.0,139.0,163.56,83.32413482666016,240506,118.52106308937073,,58
154.66667,10.402991,163.0,140.0,154.66666666666666,162.96,15.122116,198.0,140.0,162.96,80.32418823242188,244580,120.45304870605469,,59
158.66667,24.526628,177.0,124.0,158.66666666666666,155.76923,10.051053,180.0,137.0,155.76923076923077,77.5492935180664,248630,122.52107644081116,,60
153.0,9.273619,161.0,140.0,153.0,151.92592,13.684071,177.0,112.0,151.92592592592592,76.65099334716797,252732,124.49551320075989,,61
150.66667,15.923428,170.0,131.0,150.66666666666666,152.92592,15.820581,178.0,110.0,152.92592592592592,77.38885498046875,256861,126.433424949646,,62
169.0,22.375582,200.0,148.0,169.0,154.8077,11.459022,178.0,134.0,154.80769230769232,77.4477767944336,260886,128.53536987304688,,63
156.33333,4.784233,163.0,152.0,156.33333333333334,160.64,12.148679,188.0,140.0,160.64,81.49649810791016,264902,130.41663146018982,,64
176.33333,9.741093,186.0,163.0,176.33333333333334,166.92,12.165262,195.0,145.0,166.92,84.96134948730469,269075,132.60587286949158,,65
157.66667,5.312459,164.0,151.0,157.66666666666666,165.0,12.89341,189.0,137.0,165.0,84.84586334228516,273200,134.57780647277832,,66
179.33333,8.730534,191.0,170.0,179.33333333333334,169.79167,11.9999275,198.0,153.0,169.79166666666666,89.2286376953125,277275,136.58220887184143,,67
187.0,2.828427,189.0,183.0,187.0,176.34782,11.055625,200.0,157.0,176.34782608695653,92.51654815673828,281331,138.68979024887085,,68
189.66667,8.576453,200.0,179.0,189.66666666666666,185.63637,10.204926,200.0,169.0,185.63636363636363,99.84652709960938,285415,140.6284158229828,,69
200.0,0.0,200.0,200.0,200.0,192.33333,10.297171,200.0,166.0,192.33333333333334,103.54930114746094,289454,142.70209455490112,,70
200.0,0.0,200.0,200.0,200.0,197.28572,5.2657275,200.0,184.0,197.28571428571428,107.10216522216797,293597,144.63764595985413,,71
200.0,0.0,200.0,200.0,200.0,198.80952,3.923301,200.0,182.0,198.8095238095238,107.70590209960938,297772,146.59573483467102,,72
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,109.99703979492188,301772,148.60737347602844,,73
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,108.60357666015625,305772,150.46387934684753,,74
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,107.20545196533203,309772,152.49317622184753,,75
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,107.74042510986328,313772,154.46342134475708,,76
200.0,0.0,200.0,200.0,200.0,195.5238,20.018131,200.0,106.0,195.52380952380952,105.95753479003906,317878,156.38316988945007,,77
200.0,0.0,200.0,200.0,200.0,198.28572,7.666518,200.0,164.0,198.28571428571428,106.69046020507812,322042,158.44010376930237,,78
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,107.4500961303711,326042,160.23669028282166,,79
200.0,0.0,200.0,200.0,200.0,193.42857,20.847681,200.0,115.0,193.42857142857142,104.27743530273438,330104,162.22073125839233,,80
200.0,0.0,200.0,200.0,200.0,194.71428,23.638432,200.0,89.0,194.71428571428572,105.20055389404297,334193,164.1755781173706,,81
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,106.28693389892578,338193,166.0099880695343,,82
