Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Critic Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
13.064935,7.2135115,34.0,4.0,13.064935064935066,7.518797,3.9576738,24.0,3.0,7.518796992481203,-0.07727246731519699,34.33292770385742,1000,0.7529888153076172,7.518797,0
28.055555,13.968108,61.0,7.0,28.055555555555557,13.888889,6.4303007,32.0,4.0,13.88888888888889,-0.02943633869290352,64.00748825073242,2000,1.875906229019165,,1
30.0,14.360894,67.0,7.0,30.0,21.80851,11.061989,67.0,8.0,21.80851063829787,-0.04731310158967972,141.8980697631836,3025,2.5832512378692627,,2
34.766666,16.347647,96.0,15.0,34.766666666666666,29.941177,15.344938,74.0,12.0,29.941176470588236,-0.0188206247985363,219.45096130371093,4043,3.243892192840576,,3
48.809525,22.046743,105.0,21.0,48.80952380952381,41.04,22.76573,109.0,11.0,41.04,-0.023292984813451767,378.8838134765625,5069,3.9153997898101807,,4
34.066666,16.701164,76.0,14.0,34.06666666666667,43.333332,17.131031,70.0,15.0,43.333333333333336,-0.013080495409667492,255.8048858642578,6109,4.601638078689575,,5
47.761906,21.54266,127.0,21.0,47.76190476190476,43.695652,17.099287,92.0,17.0,43.69565217391305,0.019594281911849976,229.44886169433593,7114,5.3049328327178955,,6
45.68182,18.328781,95.0,14.0,45.68181818181818,41.916668,20.240051,96.0,15.0,41.916666666666664,-0.014645533636212349,235.3129119873047,8120,6.004087448120117,,7
56.263157,22.766186,125.0,21.0,56.26315789473684,53.761906,29.043325,137.0,20.0,53.76190476190476,-0.02691853977739811,409.653369140625,9249,6.787499904632568,,8
60.47059,19.275457,113.0,42.0,60.470588235294116,54.57895,20.003462,131.0,36.0,54.578947368421055,-0.013925899751484394,272.46868896484375,10286,7.460636854171753,,9
61.82353,30.47706,129.0,20.0,61.8235294117647,48.272728,12.710703,70.0,18.0,48.27272727272727,0.01909424364566803,155.22356262207032,11348,8.127325773239136,,10
49.045456,20.870766,86.0,14.0,49.04545454545455,68.53333,34.571407,148.0,17.0,68.53333333333333,-0.02747955732047558,474.6757019042969,12376,8.823633432388306,,11
60.22222,21.477522,122.0,35.0,60.22222222222222,63.0,17.603476,101.0,37.0,63.0,-0.030635103583335876,243.98168029785157,13447,9.516291379928589,,12
49.666668,17.030317,87.0,17.0,49.666666666666664,59.27778,25.457603,125.0,37.0,59.27777777777778,-0.008898909203708172,287.5404052734375,14514,10.250080585479736,,13
